# x      y    u(x,y)
0 0.0163934 4.40318
0.0625 0.0163934 5.86066
0.125 0.0163934 9.37242
0 0.0327869 5.64902
0.0625 0.0327869 7.70085
0.125 0.0327869 12.3484
0 0.0491803 6.8323
0.0625 0.0491803 9.362
0.125 0.0491803 14.6046
0 0.0655738 7.94148
0.0625 0.0655738 10.836
0.125 0.0655738 16.3379
0 0.0819672 8.97014
0.0625 0.0819672 12.1302
0.125 0.0819672 17.6865
0 0.0983607 9.91587
0.0625 0.0983607 13.2591
0.125 0.0983607 18.7481
0 0.114754 10.7793
0.0625 0.114754 14.2399
0.125 0.114754 19.5928
0 0.131148 11.5631
0.0625 0.131148 15.09
0.125 0.131148 20.2711
0 0.147541 12.2712
0.0625 0.147541 15.8259
0.125 0.147541 20.82
0 0.163934 12.9084
0.0625 0.163934 16.4623
0.125 0.163934 21.2668
0 0.180328 13.4795
0.0625 0.180328 17.0122
0.125 0.180328 21.6321
0 0.196721 13.9897
0.0625 0.196721 17.4868
0.125 0.196721 21.9312
0 0.213115 14.4438
0.0625 0.213115 17.8959
0.125 0.213115 22.1758
0 0.229508 14.8465
0.0625 0.229508 18.2474
0.125 0.229508 22.3752
0 0.245902 15.202
0.0625 0.245902 18.5486
0.125 0.245902 22.5363
0 0.262295 15.5141
0.0625 0.262295 18.8052
0.125 0.262295 22.6648
0 0.278689 15.7865
0.0625 0.278689 19.0222
0.125 0.278689 22.7651
0 0.295082 16.0223
0.0625 0.295082 19.2038
0.125 0.295082 22.8407
0 0.311475 16.2243
0.0625 0.311475 19.3537
0.125 0.311475 22.8945
0 0.327869 16.3951
0.0625 0.327869 19.4748
0.125 0.327869 22.9288
0 0.344262 16.5368
0.0625 0.344262 19.5697
0.125 0.344262 22.9456
0 0.360656 16.6513
0.0625 0.360656 19.6405
0.125 0.360656 22.9464
0 0.377049 16.7404
0.0625 0.377049 19.6892
0.125 0.377049 22.9324
0 0.393443 16.8054
0.0625 0.393443 19.7171
0.125 0.393443 22.9048
0 0.409836 16.8476
0.0625 0.409836 19.7256
0.125 0.409836 22.8643
0 0.42623 16.8681
0.0625 0.42623 19.7157
0.125 0.42623 22.8117
0 0.442623 16.8677
0.0625 0.442623 19.6883
0.125 0.442623 22.7476
0 0.459016 16.8471
0.0625 0.459016 19.644
0.125 0.459016 22.6724
0 0.47541 16.8067
0.0625 0.47541 19.5834
0.125 0.47541 22.5864
0 0.491803 16.7471
0.0625 0.491803 19.5067
0.125 0.491803 22.4898
0 0.508197 16.6684
0.0625 0.508197 19.4143
0.125 0.508197 22.3828
0 0.52459 16.5707
0.0625 0.52459 19.3061
0.125 0.52459 22.2654
0 0.540984 16.4539
0.0625 0.540984 19.182
0.125 0.540984 22.1376
0 0.557377 16.3179
0.0625 0.557377 19.0419
0.125 0.557377 21.9992
0 0.57377 16.1622
0.0625 0.57377 18.8854
0.125 0.57377 21.8499
0 0.590164 15.9864
0.0625 0.590164 18.7118
0.125 0.590164 21.6894
0 0.606557 15.7898
0.0625 0.606557 18.5204
0.125 0.606557 21.5172
0 0.622951 15.5714
0.0625 0.622951 18.3103
0.125 0.622951 21.3326
0 0.639344 15.3303
0.0625 0.639344 18.0802
0.125 0.639344 21.1348
0 0.655738 15.0652
0.0625 0.655738 17.8288
0.125 0.655738 20.9227
0 0.672131 14.7747
0.0625 0.672131 17.5543
0.125 0.672131 20.6951
0 0.688525 14.4569
0.0625 0.688525 17.2545
0.125 0.688525 20.4502
0 0.704918 14.1101
0.0625 0.704918 16.9269
0.125 0.704918 20.1861
0 0.721311 13.7318
0.0625 0.721311 16.5685
0.125 0.721311 19.9001
0 0.737705 13.3198
0.0625 0.737705 16.1757
0.125 0.737705 19.5891
0 0.754098 12.871
0.0625 0.754098 15.744
0.125 0.754098 19.249
0 0.770492 12.3825
0.0625 0.770492 15.2686
0.125 0.770492 18.8745
0 0.786885 11.8509
0.0625 0.786885 14.7432
0.125 0.786885 18.4589
0 0.803279 11.2727
0.0625 0.803279 14.1608
0.125 0.803279 17.9935
0 0.819672 10.6441
0.0625 0.819672 13.513
0.125 0.819672 17.4669
0 0.836066 9.9616
0.0625 0.836066 12.7902
0.125 0.836066 16.8639
0 0.852459 9.22164
0.0625 0.852459 11.9813
0.125 0.852459 16.1641
0 0.868852 8.42134
0.0625 0.868852 11.0742
0.125 0.868852 15.34
0 0.885246 7.55875
0.0625 0.885246 10.0557
0.125 0.885246 14.354
0 0.901639 6.63345
0.0625 0.901639 8.91292
0.125 0.901639 13.1538
0 0.918033 5.64725
0.0625 0.918033 7.63484
0.125 0.918033 11.6666
0 0.934426 4.60498
0.0625 0.934426 6.21578
0.125 0.934426 9.78947
0 0.95082 3.51532
0.0625 0.95082 4.66131
0.125 0.95082 7.37588
0 0.967213 2.39118
0.0625 0.967213 2.99857
0.125 0.967213 4.21479
