# x      y    u(x,y)
0.59375 0.0243902 0.957486
0.625 0.0243902 0.954986
0.65625 0.0243902 0.951918
0.6875 0.0243902 0.948022
0.71875 0.0243902 0.943021
0.75 0.0243902 0.936534
0.78125 0.0243902 0.92797
0.8125 0.0243902 0.91634
0.84375 0.0243902 0.89986
0.875 0.0243902 0.874972
0.90625 0.0243902 0.83361
0.9375 0.0243902 0.754221
0.96875 0.0243902 0.567187
0.59375 0.0487805 0.915116
0.625 0.0487805 0.910374
0.65625 0.0487805 0.904397
0.6875 0.0487805 0.896771
0.71875 0.0487805 0.887001
0.75 0.0487805 0.874386
0.78125 0.0487805 0.857857
0.8125 0.0487805 0.835682
0.84375 0.0487805 0.804887
0.875 0.0487805 0.760025
0.90625 0.0487805 0.690429
0.9375 0.0487805 0.574058
0.96875 0.0487805 0.36599
0.59375 0.0731707 0.87328
0.625 0.0731707 0.86657
0.65625 0.0731707 0.857932
0.6875 0.0731707 0.846878
0.71875 0.0731707 0.832763
0.75 0.0731707 0.814671
0.78125 0.0731707 0.791231
0.8125 0.0731707 0.760322
0.84375 0.0731707 0.718529
0.875 0.0731707 0.66019
0.90625 0.0731707 0.575783
0.9375 0.0731707 0.449797
0.96875 0.0731707 0.261033
0.59375 0.097561 0.832429
0.625 0.097561 0.823991
0.65625 0.097561 0.812988
0.6875 0.097561 0.798898
0.71875 0.097561 0.780996
0.75 0.097561 0.758258
0.78125 0.097561 0.729201
0.8125 0.097561 0.691637
0.84375 0.097561 0.642293
0.875 0.097561 0.576278
0.90625 0.097561 0.486509
0.9375 0.097561 0.36382
0.96875 0.097561 0.200141
0.59375 0.121951 0.792968
0.625 0.121951 0.783021
0.65625 0.121951 0.76997
0.6875 0.121951 0.753284
0.71875 0.121951 0.732219
0.75 0.121951 0.705738
0.78125 0.121951 0.672396
0.8125 0.121951 0.63017
0.84375 0.121951 0.576255
0.875 0.121951 0.506876
0.90625 0.121951 0.417329
0.9375 0.121951 0.302854
0.96875 0.121951 0.161503
0.59375 0.146341 0.755227
0.625 0.146341 0.743985
0.65625 0.146341 0.729209
0.6875 0.146341 0.710382
0.71875 0.146341 0.686784
0.75 0.146341 0.65744
0.78125 0.146341 0.621043
0.8125 0.146341 0.575863
0.84375 0.146341 0.519679
0.875 0.146341 0.449801
0.90625 0.146341 0.363374
0.9375 0.146341 0.258303
0.96875 0.146341 0.135184
0.59375 0.170732 0.719469
0.625 0.170732 0.707144
0.65625 0.170732 0.690957
0.6875 0.170732 0.670425
0.71875 0.170732 0.644889
0.75 0.170732 0.613479
0.78125 0.170732 0.57508
0.8125 0.170732 0.528299
0.84375 0.170732 0.471485
0.875 0.170732 0.402847
0.90625 0.170732 0.320818
0.9375 0.170732 0.224787
0.96875 0.170732 0.116257
0.59375 0.195122 0.6859
0.625 0.195122 0.672694
0.65625 0.195122 0.655391
0.6875 0.195122 0.633556
0.71875 0.195122 0.606609
0.75 0.195122 0.573812
0.78125 0.195122 0.53426
0.8125 0.195122 0.486886
0.84375 0.195122 0.430531
0.875 0.195122 0.364089
0.90625 0.195122 0.286833
0.9375 0.195122 0.198926
0.96875 0.195122 0.102079
0.59375 0.219512 0.654675
0.625 0.219512 0.640776
0.65625 0.219512 0.622623
0.6875 0.219512 0.599837
0.71875 0.219512 0.571929
0.75 0.219512 0.538297
0.78125 0.219512 0.49824
0.8125 0.219512 0.450982
0.84375 0.219512 0.395758
0.875 0.219512 0.331957
0.90625 0.219512 0.259376
0.9375 0.219512 0.178554
