# x      y    u(x,y)
0.012987 0.0123457 1.00637
0.025974 0.0123457 1.01684
0.038961 0.0123457 1.02868
0.0519481 0.0123457 1.04104
0.0649351 0.0123457 1.05365
0.0779221 0.0123457 1.06637
0.0909091 0.0123457 1.07915
0.103896 0.0123457 1.09197
0.116883 0.0123457 1.1048
0.12987 0.0123457 1.11764
0.142857 0.0123457 1.13047
0.155844 0.0123457 1.14329
0.168831 0.0123457 1.1561
0.181818 0.0123457 1.16889
0.194805 0.0123457 1.18165
0.207792 0.0123457 1.19439
0.220779 0.0123457 1.2071
0.233766 0.0123457 1.21978
0.246753 0.0123457 1.23243
0.25974 0.0123457 1.24503
0.272727 0.0123457 1.2576
0.285714 0.0123457 1.27012
0.298701 0.0123457 1.28259
0.311688 0.0123457 1.29501
0.324675 0.0123457 1.30738
0.337662 0.0123457 1.31968
0.350649 0.0123457 1.33192
0.363636 0.0123457 1.34407
0.376623 0.0123457 1.35613
0.38961 0.0123457 1.36807
0.402597 0.0123457 1.37984
0.415584 0.0123457 1.39139
0.428571 0.0123457 1.40257
0.441558 0.0123457 1.41312
0.454545 0.0123457 1.42244
0.467532 0.0123457 1.42912
0.480519 0.0123457 1.42936
0.493506 0.0123457 1.4117
0.506494 0.0123457 1.33755
0.519481 0.0123457 1.0628
0.012987 0.0246914 1.00888
0.025974 0.0246914 1.01931
0.038961 0.0246914 1.03075
0.0519481 0.0246914 1.04276
0.0649351 0.0246914 1.0551
0.0779221 0.0246914 1.06762
0.0909091 0.0246914 1.08026
0.103896 0.0246914 1.09297
0.116883 0.0246914 1.10572
0.12987 0.0246914 1.11849
0.142857 0.0246914 1.13127
0.155844 0.0246914 1.14405
0.168831 0.0246914 1.15682
0.181818 0.0246914 1.16959
0.194805 0.0246914 1.18233
0.207792 0.0246914 1.19506
0.220779 0.0246914 1.20775
0.233766 0.0246914 1.22042
0.246753 0.0246914 1.23306
0.25974 0.0246914 1.24565
0.272727 0.0246914 1.25821
0.285714 0.0246914 1.27072
0.298701 0.0246914 1.28319
0.311688 0.0246914 1.2956
0.324675 0.0246914 1.30794
0.337662 0.0246914 1.32022
0.350649 0.0246914 1.33242
0.363636 0.0246914 1.34451
0.376623 0.0246914 1.35648
0.38961 0.0246914 1.36829
0.402597 0.0246914 1.37986
0.415584 0.0246914 1.39109
0.428571 0.0246914 1.40177
0.441558 0.0246914 1.41155
0.454545 0.0246914 1.41969
0.467532 0.0246914 1.42479
0.480519 0.0246914 1.42398
0.493506 0.0246914 1.41198
0.506494 0.0246914 1.38244
0.519481 0.0246914 1.35239
0.012987 0.037037 1.0099
0.025974 0.037037 1.02072
0.038961 0.037037 1.03215
0.0519481 0.037037 1.04403
0.0649351 0.037037 1.05622
0.0779221 0.037037 1.06862
0.0909091 0.037037 1.08115
0.103896 0.037037 1.09377
0.116883 0.037037 1.10644
0.12987 0.037037 1.11916
0.142857 0.037037 1.13189
0.155844 0.037037 1.14464
0.168831 0.037037 1.15738
0.181818 0.037037 1.17012
0.194805 0.037037 1.18285
0.207792 0.037037 1.19556
0.220779 0.037037 1.20824
0.233766 0.037037 1.2209
0.246753 0.037037 1.23353
0.25974 0.037037 1.24612
0.272727 0.037037 1.25867
0.285714 0.037037 1.27118
0.298701 0.037037 1.28364
0.311688 0.037037 1.29604
0.324675 0.037037 1.30837
